file_id,title,current_parent_path,proposed_peca,proposed_subfolder,proposed_full_path,confidence,tags,rationale,mime_type,size_bytes,duplicate_of,flag_review
COW-003,"Dossiê e Coletânea de Contos e Entrevistas _ Alessandro INSS - Serra do Ramalho BA - 2003 à 2022.md","CLAUDE Cowork/cowork-nucleo/",9,09B_BIOGRAFIA_STORYTELLING,09_ARQUIVO_LEGADO/09B_BIOGRAFIA_STORYTELLING/,0.92,"storytelling;alessandro;inss-22-anos;serra-ramalho;2003-2022;canonical","Dossiê biográfico 22 anos INSS Alessandro — canônico (duplicata MD5 em COW-004)",md,79145,,false
COW-004,"Dossiê e Coletânea de Contos e Entrevistas _ Alessandro INSS - Serra do Ramalho BA - 2003 à 2022   PROMPT.md","CLAUDE Cowork/cowork-nucleo/",9,09B_BIOGRAFIA_STORYTELLING/versoes,09_ARQUIVO_LEGADO/09B_BIOGRAFIA_STORYTELLING/versoes/,0.92,"storytelling;duplicata-md5-exata","Duplicata MD5 IDÊNTICA de COW-003 (sufixo PROMPT pode indicar cópia para re-prompting)",md,79145,COW-003,true
COW-005,"Origens Indígenas em Serra do Ramalho.md","CLAUDE Cowork/cowork-nucleo/",9,09F_CASOS_HISTORICOS/etnografia-local,09_ARQUIVO_LEGADO/09F_CASOS_HISTORICOS/etnografia-local/,0.78,"etnografia;indigenas;serra-ramalho;contexto-fundador","Etnografia local Serra do Ramalho — contexto fundador hipervulnerabilidade rural",md,52800,,false
COW-006,"Filme  A Cidade do Futuro .md","CLAUDE Cowork/cowork-nucleo/",9,09F_CASOS_HISTORICOS/etnografia-local,09_ARQUIVO_LEGADO/09F_CASOS_HISTORICOS/etnografia-local/,0.70,"filme;cidade-futuro;etnografia","Referência a filme — contexto cultural Serra do Ramalho",md,46141,,true
COW-007,"Primórdios de Serra do Ramalho  Cultura e Povos.md","CLAUDE Cowork/cowork-nucleo/",9,09F_CASOS_HISTORICOS/etnografia-local,09_ARQUIVO_LEGADO/09F_CASOS_HISTORICOS/etnografia-local/,0.78,"etnografia;serra-ramalho;cultura;povos","Primórdios culturais Serra do Ramalho — contexto fundador",md,57545,,false
COW-008,"Pescadores de Serra do Ramalho  Relatório Detalhado.md","CLAUDE Cowork/cowork-nucleo/",9,09F_CASOS_HISTORICOS/etnografia-local,09_ARQUIVO_LEGADO/09F_CASOS_HISTORICOS/etnografia-local/,0.78,"etnografia;pescadores;serra-ramalho","Relatório etnográfico pescadores",md,46275,,false
COW-009,"STORYTELLING - 1981 até 2002 -Arquiteto_Invisivel-v2_0-2026-0324.md","CLAUDE Cowork/cowork-nucleo/",9,09B_BIOGRAFIA_STORYTELLING,09_ARQUIVO_LEGADO/09B_BIOGRAFIA_STORYTELLING/,0.90,"storytelling;arquiteto-invisivel;alessandro;1981-2002;v2","Storytelling canônico Arquiteto do Invisível — v2 (mencionado em esqueleto 09B)",md,24122,,false
COW-010,"0 Anotações  Story Thelling _ ALESSANDRO - 22 anos de experiência .md","CLAUDE Cowork/cowork-nucleo/",9,09B_BIOGRAFIA_STORYTELLING/anotacoes,09_ARQUIVO_LEGADO/09B_BIOGRAFIA_STORYTELLING/anotacoes/,0.78,"storytelling;anotacoes;alessandro;22-anos","Anotações storytelling 22 anos INSS",md,10487,,false
COW-011,"DIA_D_25_03_2026_Alessandro.md","CLAUDE Cowork/cowork-nucleo/",9,09B_BIOGRAFIA_STORYTELLING,09_ARQUIVO_LEGADO/09B_BIOGRAFIA_STORYTELLING/,0.80,"dia-d;25-03-2026;marco-fundador;obsidian-vault-inauguracao","Dia D (25/03/2026) = marco inauguração Obsidian Vault (CLAUDE.md) — registro fundador. Pode cross-linkar para 04F.",md,12919,,false
COW-012,"A_CRISALIDA_Protocolo_Metamorfose_Diaria_Alessandro.md","CLAUDE Cowork/cowork-nucleo/",4,04F_MANIFESTO_DIGNIDADE/fase-crisalida,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/fase-crisalida/,0.80,"crisalida;protocolo;metamorfose;fase-atual-projeto","Protocolo fase crisálida — fase atual do projeto per CLAUDE.md",md,6963,,false
COW-013,"0 Problematização - Hipervulnerabilidade Digital - A falha sistêmica da emancipação.md","CLAUDE Cowork/cowork-nucleo/",4,04F_MANIFESTO_DIGNIDADE/hipervulnerabilidade,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/hipervulnerabilidade/,0.82,"hipervulnerabilidade;problematizacao;falha-sistemica;canonical","Problematização canônica hipervulnerabilidade digital — 426KB (duplicata MD5 em COW-036)",md,426616,,false
COW-014,"0 AMULETO SAGRADO.md","CLAUDE Cowork/cowork-nucleo/",4,04F_MANIFESTO_DIGNIDADE/simbolica,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/simbolica/,0.78,"amuleto-sagrado;manifesto-simbolico","Manifesto simbólico Amuleto Sagrado",md,12307,,false
COW-015,"0   temporário   AMULETO.md","CLAUDE Cowork/cowork-nucleo/",4,04F_MANIFESTO_DIGNIDADE/simbolica/versoes-anteriores,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/simbolica/versoes-anteriores/,0.72,"amuleto;temporario;versao-anterior","Versão temporária Amuleto — MD5 distinto das demais",md,18788,,true
COW-016,"amuleto-fenix-sagrada.md","CLAUDE Cowork/cowork-nucleo/",4,04F_MANIFESTO_DIGNIDADE/simbolica/versoes-anteriores,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/simbolica/versoes-anteriores/,0.72,"amuleto;fenix;versao-anterior","Versão fenix-sagrada — MD5 distinto das demais amuletos",md,12283,,true
COW-017,"0   temporária     apresentação ALESSANDRO.md","CLAUDE Cowork/cowork-nucleo/",9,09B_BIOGRAFIA_STORYTELLING/anotacoes,09_ARQUIVO_LEGADO/09B_BIOGRAFIA_STORYTELLING/anotacoes/,0.70,"apresentacao;alessandro;temporaria","Apresentação temporária Alessandro",md,19566,,true
COW-018,"0      compilado    problematização formato md.md","CLAUDE Cowork/cowork-nucleo/",4,04F_MANIFESTO_DIGNIDADE/hipervulnerabilidade/compilado,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/hipervulnerabilidade/compilado/,0.80,"compilado;problematizacao;hipervulnerabilidade","Compilado problematização hipervulnerabilidade — 277KB",md,277399,,false
COW-019,"Glossário Meu Cumpadre.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",0,00_INDEX_ARMADURA,00_INDEX_ARMADURA/,0.88,"glossario;indice;referencia","Glossário MC — candidato natural para 00_INDEX (ver glossário CLAUDE.md)",md,21321,,false
COW-020,"MC-GEM-SystemPrompt-Diario_INSS-v1_0-2026-0326.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/tooling-prompts,09_ARQUIVO_LEGADO/tooling-prompts/,0.78,"gemini;system-prompt;diario-inss;tooling","System prompt Gemini para diário INSS — tooling",md,12355,,false
COW-021,"MC-PROMPTS-Jornada_Usuario_INSS_Gemini-v1_0-2026-0326.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/tooling-prompts,09_ARQUIVO_LEGADO/tooling-prompts/,0.80,"gemini;prompts-jornada;inss;tooling","Prompts jornada usuário INSS — tooling Gemini",md,27050,,false
COW-022,"0 Problematização - Hipervulnerabilidade Digital no Brasil.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",4,04F_MANIFESTO_DIGNIDADE/hipervulnerabilidade,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/hipervulnerabilidade/,0.82,"hipervulnerabilidade;duplicata-md5-exata","Duplicata MD5 EXATA de COW-013 — localização em upload-leva-1 sugere versão de envio",md,426616,COW-013,true
COW-023,"tecnologia-assistiva-inclusao-digital-brasil.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",5,05G_HIPERVULNERABILIDADE_DIGITAL,05_ANCORA_R12k_JORNADA_CONVENCIONAL/05G_HIPERVULNERABILIDADE_DIGITAL/,0.75,"tecnologia-assistiva;inclusao-digital;fonte-primaria","Fonte primária inclusão digital — 05G proposta nova (hipervulnerabilidade digital como camada da âncora)",md,24863,,false
COW-024,"dimensoes-exclusao-invisivel.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",5,05G_HIPERVULNERABILIDADE_DIGITAL,05_ANCORA_R12k_JORNADA_CONVENCIONAL/05G_HIPERVULNERABILIDADE_DIGITAL/,0.75,"exclusao-invisivel;dimensoes;fonte-primaria","Dimensões da exclusão invisível — fonte primária",md,27000,,false
COW-025,"populacao-sem-acesso-internet-brasil.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",5,05G_HIPERVULNERABILIDADE_DIGITAL,05_ANCORA_R12k_JORNADA_CONVENCIONAL/05G_HIPERVULNERABILIDADE_DIGITAL/,0.80,"populacao-sem-internet;brasil;fonte-primaria","População sem internet Brasil — fonte primária",md,18846,,false
COW-026,"grito-silencioso-idosos-tempestade-digital.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",5,05G_HIPERVULNERABILIDADE_DIGITAL,05_ANCORA_R12k_JORNADA_CONVENCIONAL/05G_HIPERVULNERABILIDADE_DIGITAL/,0.78,"idosos;exclusao-digital;narrativa","Idosos × tempestade digital — matéria-prima Zilda-Layer",md,29352,,false
COW-027,"0 plataforma-das-plataformas-legado-eterno.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",4,04F_MANIFESTO_DIGNIDADE,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/,0.75,"plataforma-das-plataformas;legado-eterno;manifesto","Manifesto plataforma das plataformas",md,46623,,false
COW-028,"0 ALQUIMIA_VERTICAL_AI_HIPERVULNERABILIDADE_UNICORNIO.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",4,04F_MANIFESTO_DIGNIDADE,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/,0.75,"alquimia-vertical;hipervulnerabilidade;unicornio;visao","Visão alquimia Vertical AI × hipervulnerabilidade",md,33551,,false
COW-029,"Estruturando Advocacia Popular para Hipervulneráve.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",8,08F_MERCADO_ADVOCACIA_BRASILEIRA/advocacia-popular,08_JURIDICO_FIREWALL_OAB/08F_MERCADO_ADVOCACIA_BRASILEIRA/advocacia-popular/,0.72,"advocacia-popular;hipervulneraveis;estruturacao","Estruturação advocacia popular p/ hipervulneráveis",md,31151,,true
COW-030,"Mapeamento estratégico_ desintermediação da burocracia brasileira _ OCDE Accession Opportunities 2025-2027.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",3,03_ADR_DECISOES_ARQUITETURAIS/macro-estrategia,03_ADR_DECISOES_ARQUITETURAIS/macro-estrategia/,0.70,"ocde;desintermediacao;burocracia;macro-estrategia","Mapeamento estratégico OCDE — decisão macro, sem numeração ADR",md,23151,,true
COW-031,"0  API GOV - narrativa pacificada .md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",1,01D_RETRY_GOV_BR_MEU_INSS/narrativa-api-gov,01_COGS_TEMPO_HOMEM/01D_RETRY_GOV_BR_MEU_INSS/narrativa-api-gov/,0.75,"api-gov;narrativa-pacificada;gov-br","Narrativa pacificada API GOV — contexto 01D",md,4488,,false
COW-032,"NICHO PREVIDENCIÁRIO  _ Relatório de Oportunidades Previdenciárias_ Nichos de Ouro.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",8,08F_MERCADO_ADVOCACIA_BRASILEIRA,08_JURIDICO_FIREWALL_OAB/08F_MERCADO_ADVOCACIA_BRASILEIRA/,0.75,"nichos;oportunidades-previdenciarias;mercado","Relatório nichos previdenciários — alinha com dossiês B2B-008/013",md,13030,,false
COW-033,"MeuCumpadre_  PITH 2026.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",0,00_INDEX_ARMADURA/pitch,00_INDEX_ARMADURA/pitch/,0.70,"pitch;pith;2026","'PITH' provável 'PITCH' — documento pitch 2026. Flag para esclarecimento do nome.",md,19525,,true
COW-034,"Justto - Anotações.docx","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/pesquisa-terceiros,09_ARQUIVO_LEGADO/pesquisa-terceiros/,0.72,"justto;terceiro-externo;pesquisa;contem-terceiro-nominal","Anotações sobre plataforma Justto — terceiro externo",docx,17113,,true
COW-035,"0 KNOWLEDGE_BASE_v4_COMPLETA.md  obra prima             AJUSTAR.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",0,00_INDEX_ARMADURA/knowledge-base,00_INDEX_ARMADURA/knowledge-base/,0.85,"knowledge-base;v4;doc-ancora-4;pendencia-ajustar","Knowledge Base v4 — doc-âncora 4 do CLAUDE.md. Nome indica 'AJUSTAR' = pendência de revisão.",md,78578,,true
COW-036,"MC-Hooks-Config-Doc-v1_0-2026-0404.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/tooling-config,09_ARQUIVO_LEGADO/tooling-config/,0.78,"hooks;config;tooling-claude-code","Documentação de hooks Claude Code — tooling",md,4381,,false
COW-037,"MC-PLAYBOOK-Custodia_Operacional-v2_0-2026-0404.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",4,04B_PROTOCOLO_OPERADOR_API_HUMANO/custodia,04_DEFESA_ANTROPOLOGICA/04B_PROTOCOLO_OPERADOR_API_HUMANO/custodia/,0.82,"playbook;custodia;operacional;protocolo-operador","Playbook custódia operacional v2.0",md,19397,,false
COW-038,"MC-Skills-Frontmatter-Standard-v1_0-2026-0404.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/tooling-skills,09_ARQUIVO_LEGADO/tooling-skills/,0.80,"skills;frontmatter;standard;tooling-claude-code","Standard de frontmatter para skills MC",md,15810,,false
COW-039,"MC-Spec-Driven-Workflow-v1_0-2026-0404.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",3,03_ADR_DECISOES_ARQUITETURAIS/metodologia-adversarial-spec-driven,03_ADR_DECISOES_ARQUITETURAIS/metodologia-adversarial-spec-driven/,0.82,"spec-driven;workflow;metodologia;adversarial","Metodologia Spec-Driven — ref feedback memória Adversarial Spec-Driven validado no ADR-007",md,14312,,false
COW-040,"Simulação de transição operacional do Meu Cumpadre dados para 3 cenários de Acesso Legal a Dados.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",7,07D_LGPD_MCP_OAB/cenarios,07_EXERCITO_ESPECIALISTAS/07D_LGPD_MCP_OAB/cenarios/,0.72,"lgpd;cenarios-acesso-dados;simulacao;compliance","Simulação 3 cenários acesso legal a dados — alimenta briefing 07D LGPD",md,18089,,true
COW-041,"Toolkit de AI para um CEO-builder solo operando Vertical AI no Brasil com Claude Code, Cowork e MCP.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/material-estudo,09_ARQUIVO_LEGADO/material-estudo/,0.80,"toolkit;ceo-builder;vertical-ai;material-estudo;contem-terceiro-nominal","Material estudo externo — toolkit CEO-builder Vertical AI",md,20586,,true
COW-042,"Ecossistema INSS digital fricções, predadores e oportunidade para orquestração documental.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",5,05D_ATRASO_BEPS_DATAPREV/ecossistema-inss,05_ANCORA_R12k_JORNADA_CONVENCIONAL/05D_ATRASO_BEPS_DATAPREV/ecossistema-inss/,0.78,"ecossistema-inss;friccoes;predadores;orquestracao-documental","Análise ecossistema INSS digital — cruza com 05D",md,23577,,false
COW-043,"O método LLM Knowledge Base de Andrej Karpathy _ pesquisa completa de fontes primárias.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/material-estudo,09_ARQUIVO_LEGADO/material-estudo/,0.82,"karpathy;llm-knowledge-base;material-estudo;contem-terceiro-nominal","Método LLM Karpathy — material estudo externo",md,17565,,true
COW-044,"Grimório Meu Cumpadre & Anjo, focado exclusivamente no papel do Anjo como microbioma humano do ecossistema.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",4,04B_PROTOCOLO_OPERADOR_API_HUMANO/anjo-microbioma,04_DEFESA_ANTROPOLOGICA/04B_PROTOCOLO_OPERADOR_API_HUMANO/anjo-microbioma/,0.82,"grimorio-anjo;microbioma-humano;tier2;protocolo-anjo","Grimório Anjo — papel Tier 2 como microbioma humano do ecossistema",md,261557,,false
COW-045,"MeuCumpadre_Prompt_Lovable_EstrategiaRural_V2.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/tooling-prompts,09_ARQUIVO_LEGADO/tooling-prompts/,0.75,"prompt;lovable;estrategia-rural;tooling","Prompt Lovable estratégia rural V2 — tooling",md,22083,,false
COW-046,"Correcao_Narrativa_48h_DEFINITIVA.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",4,04F_MANIFESTO_DIGNIDADE/regras-invioaveis,04_DEFESA_ANTROPOLOGICA/04F_MANIFESTO_DIGNIDADE/regras-invioaveis/,0.85,"correcao-48h;regra-inviolavel;definitiva;narrativa","Correção Narrativa 48h DEFINITIVA — regra inviolável #3 CLAUDE.md",md,15197,,false
COW-047,"MC-PROTOCOLO-Frameworks_Estrategicos_Checkin_Jornada-v1_0-2026-0314.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",3,03_ADR_DECISOES_ARQUITETURAIS/frameworks-estrategicos,03_ADR_DECISOES_ARQUITETURAIS/frameworks-estrategicos/,0.75,"frameworks-estrategicos;checkin-jornada;protocolo","Frameworks estratégicos check-in jornada — sem numeração ADR",md,17416,,false
COW-048,"Conceito_Hybrid_Vertical_AI_Full_Stack_Company.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",3,03_ADR_DECISOES_ARQUITETURAIS/conceito-fundador,03_ADR_DECISOES_ARQUITETURAIS/conceito-fundador/,0.80,"hybrid-vertical-ai;full-stack;conceito-fundador","Conceito fundador Hybrid Vertical AI Full Stack Company — identidade MC per CLAUDE.md",md,5695,,false
COW-049,"Gov_br_Open_APIs_Roadmap.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",1,01D_RETRY_GOV_BR_MEU_INSS/roadmap-open-apis,01_COGS_TEMPO_HOMEM/01D_RETRY_GOV_BR_MEU_INSS/roadmap-open-apis/,0.78,"gov-br;open-apis;roadmap","Roadmap Gov.br Open APIs — contexto 01D",md,15396,,false
COW-050,"MeuCumpadre_Valuation_v2_0_Confidencial.docx","CLAUDE Cowork/cowork-nucleo/upload leva 1/",9,09_ARQUIVO_LEGADO/confidencial,09_ARQUIVO_LEGADO/confidencial/,0.90,"valuation;v2;CONFIDENCIAL;nao-expor;proibido-expor-publicamente","Valuation v2.0 CONFIDENCIAL per CLAUDE.md — ZONA PROIBIDA de exposição. Manter isolado com ACL restrito.",docx,25819,,true
COW-051,"MC-NUCLEO-Conformidade-Abril-2026-v1_0.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",3,03_ADR_DECISOES_ARQUITETURAIS/conformidade,03_ADR_DECISOES_ARQUITETURAIS/conformidade/,0.78,"nucleo;conformidade;abril-2026","Relatório conformidade Núcleo MC Abr/2026",md,5157,,false
COW-052,"MC-COMPLIANCE-DPA-Anthropic-SCCs-Brasil-v1.0-2026-0417.md","CLAUDE Cowork/cowork-nucleo/upload leva 1/",7,07D_LGPD_MCP_OAB/dpa-anthropic,07_EXERCITO_ESPECIALISTAS/07D_LGPD_MCP_OAB/dpa-anthropic/,0.85,"compliance;dpa-anthropic;sccs-brasil;lgpd;canonical","DPA Anthropic com SCCs Brasil — compliance LGPD material para 07D",md,11781,,false
COW-053,"0 Repertório Documentos _ MC NUCLEO.txt","CLAUDE Cowork/cowork-nucleo/",9,09_ARQUIVO_LEGADO/meta-indices,09_ARQUIVO_LEGADO/meta-indices/,0.70,"repertorio;meta-indice;cowork-nucleo","Repertório documentos — meta-índice",txt,1999,,true
COW-054,"Plano_Integracao_Gilberto_Meu_Cumpadre.docx","CLAUDE Cowork/cowork-operacoes/",4,04B_PROTOCOLO_OPERADOR_API_HUMANO/tier1-suporte,04_DEFESA_ANTROPOLOGICA/04B_PROTOCOLO_OPERADOR_API_HUMANO/tier1-suporte/,0.82,"gilberto;beto;tier1-suporte;plano-integracao","Plano integração Gilberto/Beto (Tier 1 Suporte) — equipe interna MC",docx,26762,,false
COW-055,"MC-PLAYBOOK-Custodia_Credenciais_GovBr-v1_0-2026-0326.docx","CLAUDE Cowork/cowork-operacoes/",4,04B_PROTOCOLO_OPERADOR_API_HUMANO/custodia,04_DEFESA_ANTROPOLOGICA/04B_PROTOCOLO_OPERADOR_API_HUMANO/custodia/,0.80,"playbook;custodia;credenciais-govbr;protocolo-operador","Custódia credenciais gov.br — protocolo operador (cross-link 01D)",docx,17376,,false
COW-056,"MC-PLAYBOOK-Operacional_Beto-v1_0-2026-0326.docx","CLAUDE Cowork/cowork-operacoes/",4,04B_PROTOCOLO_OPERADOR_API_HUMANO/tier1-suporte,04_DEFESA_ANTROPOLOGICA/04B_PROTOCOLO_OPERADOR_API_HUMANO/tier1-suporte/,0.85,"playbook;operacional;beto;tier1","Playbook operacional Beto — Tier 1",docx,21482,,false
COW-057,"System_Prompt_Projeto_Beto.txt","CLAUDE Cowork/cowork-operacoes/",4,04B_PROTOCOLO_OPERADOR_API_HUMANO/tier1-suporte,04_DEFESA_ANTROPOLOGICA/04B_PROTOCOLO_OPERADOR_API_HUMANO/tier1-suporte/,0.78,"system-prompt;beto;tier1;projeto","System prompt projeto Beto",txt,2632,,false
COW-058,"Agenda 2026 - Página1.csv","CLAUDE Cowork/cowork-operacoes/",9,09_ARQUIVO_LEGADO/operacional,09_ARQUIVO_LEGADO/operacional/,0.70,"agenda;2026;operacional","Agenda operacional 2026 — contém eventos internos",csv,26928,,true
COW-059,"MC-BRIEFING-Operacional-Marlon-v2_0-2026-0326.docx","CLAUDE Cowork/cowork-operacoes/",9,09_ARQUIVO_LEGADO/bravy-marlon-substituido,09_ARQUIVO_LEGADO/bravy-marlon-substituido/,0.82,"bravy;marlon;briefing;substituido-por-iuri","Briefing Marlon (Bravy) — Marlon substituído por Iuri per memória",docx,25101,,true
COW-060,"MC-RESUMO-EXECUTIVO-BRAVY-MARLON-2026-0327.md","CLAUDE Cowork/cowork-operacoes/",9,09_ARQUIVO_LEGADO/bravy-marlon-substituido,09_ARQUIVO_LEGADO/bravy-marlon-substituido/,0.82,"bravy;marlon;resumo-executivo;contem-terceiro-nominal","Resumo executivo Bravy-Marlon — Marlon substituído por Iuri",md,11838,,true
COW-061,"Reunião 04 04 2026 tac tiq Igor e Carlos.txt","CLAUDE Cowork/cowork-operacoes/",3,03_ADR_DECISOES_ARQUITETURAIS/reunioes-tecnicas,03_ADR_DECISOES_ARQUITETURAIS/reunioes-tecnicas/,0.78,"reuniao;igor;carlos;tec-tiq;tecnica-interna","Reunião técnica interna Igor + Carlos (equipe MC)",txt,76733,,false
COW-062,"Cópia de Meu Cumpadre - Levantamento de requisitos.docx","CLAUDE Cowork/cowork-operacoes/",9,09_ARQUIVO_LEGADO/levantamento-antigo,09_ARQUIVO_LEGADO/levantamento-antigo/,0.70,"copia;levantamento-requisitos;antigo;329kb","Cópia de levantamento de requisitos — nome 'Cópia de' e tamanho 329KB sugerem versão antiga",docx,329379,,true
COW-063,"CONTRATOS VISUAL LAW - geração.md","CLAUDE Cowork/cowork-operacoes/",8,08C_CLAUSULAS_CONTRATUAIS/visual-law,08_JURIDICO_FIREWALL_OAB/08C_CLAUSULAS_CONTRATUAIS/visual-law/,0.78,"contratos;visual-law;geracao;clausulas","Contratos Visual Law — cláusulas/geração, 08C",md,13814,,false
COW-064,"0 Repertório Documentos _ MC OPERAÇÕES.txt","CLAUDE Cowork/cowork-operacoes/",9,09_ARQUIVO_LEGADO/meta-indices,09_ARQUIVO_LEGADO/meta-indices/,0.70,"repertorio;meta-indice;cowork-operacoes","Repertório meta-índice",txt,1020,,true
COW-065,"Documentação Carlos UX _ Meu Cumpadre .md","CLAUDE Cowork/cowork-dev/",3,03_ADR_DECISOES_ARQUITETURAIS/ux-carlos,03_ADR_DECISOES_ARQUITETURAIS/ux-carlos/,0.78,"carlos;ux;documentacao;equipe-interna","Documentação UX Carlos — equipe interna MC",md,11287,,false
COW-066,"Linguagem DEV Python + Node.js.md","CLAUDE Cowork/cowork-dev/",9,09_ARQUIVO_LEGADO/tech-spec,09_ARQUIVO_LEGADO/tech-spec/,0.72,"python;nodejs;linguagem-dev;tech-spec","Spec linguagem DEV Python + Node.js — owner Igor per CLAUDE.md",md,15899,,true
COW-067,"users.fluxograma.drawio","CLAUDE Cowork/cowork-dev/",3,03_ADR_DECISOES_ARQUITETURAIS/diagramas,03_ADR_DECISOES_ARQUITETURAIS/diagramas/,0.70,"fluxograma;drawio;diagrama-usuarios","Fluxograma de usuários em drawio — 196KB",drawio,196923,,true
COW-068,"Estruturação Projeto Meu Cumpadre  Metaprompts.md","CLAUDE Cowork/cowork-dev/",9,09_ARQUIVO_LEGADO/tooling-prompts,09_ARQUIVO_LEGADO/tooling-prompts/,0.70,"metaprompts;estruturacao-projeto;tooling","Metaprompts estruturação projeto — tooling",md,21182,,true
COW-069,"PROMPTS MÁGICOS _ Anotações e Guia.md","CLAUDE Cowork/cowork-dev/",9,09_ARQUIVO_LEGADO/tooling-prompts,09_ARQUIVO_LEGADO/tooling-prompts/,0.75,"prompts-magicos;anotacoes;guia;tooling","Anotações/guia prompts mágicos — 133KB tooling",md,133118,,false
COW-070,"transcrever.py","CLAUDE Cowork/cowork-dev/",9,09_ARQUIVO_LEGADO/tooling-scripts,09_ARQUIVO_LEGADO/tooling-scripts/,0.78,"python;transcrever;script;tooling","Script Python transcrição — tooling",py,17499,,false
COW-071,"0 CLAUDE_CODE_INSTRUCOES.md","CLAUDE Cowork/cowork-dev/",9,09_ARQUIVO_LEGADO/tooling-claude-code,09_ARQUIVO_LEGADO/tooling-claude-code/,0.75,"claude-code;instrucoes;tooling","Instruções Claude Code — tooling/meta",md,2230,,false
COW-072,"O Ecossistema da Inteligência Artificial Vertical e Agêntica em 2026  Uma Análise Estratégica da Automação de Próxima Geração e Governança Corporativa .md","CLAUDE Cowork/cowork-dev/",9,09_ARQUIVO_LEGADO/material-estudo,09_ARQUIVO_LEGADO/material-estudo/,0.78,"vertical-ai;agentica;2026;analise-estrategica;material-estudo","Análise estratégica Vertical AI + Agentica 2026 — material estudo",md,28126,,true
COW-073,"0 Repertório Documentos _ MC DEV.txt","CLAUDE Cowork/cowork-dev/",9,09_ARQUIVO_LEGADO/meta-indices,09_ARQUIVO_LEGADO/meta-indices/,0.70,"repertorio;meta-indice;cowork-dev","Repertório meta-índice DEV",txt,928,,true
COW-074,"FASE3-LOG.md","CLAUDE Cowork/",9,09_ARQUIVO_LEGADO/meta-varredura-anterior,09_ARQUIVO_LEGADO/meta-varredura-anterior/,0.80,"fase3;log;varredura-anterior","Log fase 3 varredura anterior Cowork",md,6494,,false
COW-075,"MC-ANALISE-Reuniao_Igor_Carlos-v1_0-2026-0408.md","CLAUDE Cowork/",3,03_ADR_DECISOES_ARQUITETURAIS/reunioes-tecnicas,03_ADR_DECISOES_ARQUITETURAIS/reunioes-tecnicas/,0.82,"reuniao;igor;carlos;analise;tecnica-interna","Análise reunião Igor + Carlos (equipe interna)",md,8401,,false
COW-076,"MC-ANALISE-Reuniao_Tiago_Bravy-v1_0-2026-0415.md","CLAUDE Cowork/",9,09_ARQUIVO_LEGADO/bravy-externo,09_ARQUIVO_LEGADO/bravy-externo/,0.80,"bravy;tiago;analise-reuniao;contem-terceiro-nominal","Análise reunião Tiago Bravy — externo",md,9018,,true
